nohup: ignoring input
Escuchando en 0.0.0.0:6100...
Tablas 'mediciones' y 'mediciones2' verificadas o creadas exitosamente.
Datos recibidos desde 191.95.134.108:56974 - {"carId":"car1","latitude":"10.997438","longitude":"-74.941725","timestamp":1732201989761,"speed":0,"rpm":0}
Datos guardados en mediciones - Carro: car1, Latitud: 10.997438, Longitud: -74.941725, Velocidad: 0, RPM: 0, Timestamp: 2024-11-21 10:13:09
Datos recibidos desde 191.95.134.108:56974 - {"carId":"car1","latitude":"10.997241","longitude":"-74.942081","timestamp":1732201990764,"speed":0,"rpm":0}
Datos guardados en mediciones - Carro: car1, Latitud: 10.997241, Longitud: -74.942081, Velocidad: 0, RPM: 0, Timestamp: 2024-11-21 10:13:10
Datos recibidos desde 191.95.134.108:56974 - {"carId":"car1","latitude":"10.997001","longitude":"-74.942409","timestamp":1732201991764,"speed":0,"rpm":0}
Datos guardados en mediciones - Carro: car1, Latitud: 10.997001, Longitud: -74.942409, Velocidad: 0, RPM: 0, Timestamp: 2024-11-21 10:13:11
Datos recibidos desde 191.95.134.108:56974 - {"carId":"car1","latitude":"10.996701","longitude":"-74.942683","timestamp":1732201992762,"speed":0,"rpm":0}
Datos guardados en mediciones - Carro: car1, Latitud: 10.996701, Longitud: -74.942683, Velocidad: 0, RPM: 0, Timestamp: 2024-11-21 10:13:12
Datos recibidos desde 191.95.134.108:56974 - {"carId":"car1","latitude":"10.996373","longitude":"-74.942923","timestamp":1732201993764,"speed":0,"rpm":0}
Datos guardados en mediciones - Carro: car1, Latitud: 10.996373, Longitud: -74.942923, Velocidad: 0, RPM: 0, Timestamp: 2024-11-21 10:13:13
Datos recibidos desde 191.95.134.108:56974 - {"carId":"car1","latitude":"10.996037","longitude":"-74.943149","timestamp":1732201994765,"speed":0,"rpm":0}
Datos guardados en mediciones - Carro: car1, Latitud: 10.996037, Longitud: -74.943149, Velocidad: 0, RPM: 0, Timestamp: 2024-11-21 10:13:14
Datos recibidos desde 191.95.134.108:56974 - {"carId":"car1","latitude":"10.995702","longitude":"-74.943375","timestamp":1732201995765,"speed":0,"rpm":0}
